timestamp,sync_error_ms,vehicle_count,pm25,status
00:32:50.067,5.341,4,27.33,WITHIN_TOLERANCE
00:32:50.173,5.633,12,21.22,WITHIN_TOLERANCE
00:32:50.278,5.385,6,20.72,WITHIN_TOLERANCE
00:32:50.606,5.435,3,27.01,WITHIN_TOLERANCE
00:32:50.718,12.104,6,34.26,WITHIN_TOLERANCE
00:32:50.824,5.329,11,26.85,WITHIN_TOLERANCE
00:32:50.930,5.631,2,21.44,WITHIN_TOLERANCE
00:32:51.353,5.334,9,29.05,WITHIN_TOLERANCE
00:32:51.459,5.662,6,20.57,WITHIN_TOLERANCE
00:32:51.564,5.167,2,29.65,WITHIN_TOLERANCE
00:32:51.887,9.356,11,23.62,WITHIN_TOLERANCE
00:32:52.000,10.604,2,24.87,WITHIN_TOLERANCE
00:32:52.316,5.360,10,27.49,WITHIN_TOLERANCE
00:32:52.536,13.694,3,20.65,WITHIN_TOLERANCE
00:32:52.641,5.413,9,24.77,WITHIN_TOLERANCE
00:32:52.969,5.339,8,21.17,WITHIN_TOLERANCE
00:32:53.074,5.235,2,29.08,WITHIN_TOLERANCE
00:32:53.181,6.938,8,23.24,WITHIN_TOLERANCE
00:32:53.394,5.436,2,20.71,WITHIN_TOLERANCE
00:32:53.500,5.159,10,31.71,WITHIN_TOLERANCE
00:32:53.819,6.596,3,13.14,WITHIN_TOLERANCE
00:32:54.771,5.129,2,27.92,WITHIN_TOLERANCE
00:32:54.882,9.914,6,16.09,WITHIN_TOLERANCE
00:32:55.093,5.983,11,17.01,WITHIN_TOLERANCE
00:32:55.199,6.044,5,27.74,WITHIN_TOLERANCE
00:32:55.305,5.430,11,29.3,WITHIN_TOLERANCE
00:32:55.410,5.140,2,23.72,WITHIN_TOLERANCE
00:32:55.516,5.312,9,27.75,WITHIN_TOLERANCE
00:32:56.680,7.361,12,25.36,WITHIN_TOLERANCE
00:32:56.791,10.196,6,19.05,WITHIN_TOLERANCE
00:32:56.908,16.329,12,22.88,WITHIN_TOLERANCE
00:32:57.124,6.067,7,25.94,WITHIN_TOLERANCE
00:32:57.235,11.242,3,24.71,WITHIN_TOLERANCE
00:32:57.446,5.537,11,32.4,WITHIN_TOLERANCE
00:32:57.554,7.732,6,24.31,WITHIN_TOLERANCE
00:32:57.871,5.426,11,27.58,WITHIN_TOLERANCE
00:32:58.194,8.864,6,18.22,WITHIN_TOLERANCE
00:32:58.827,5.567,6,26.49,WITHIN_TOLERANCE
00:32:58.933,5.836,9,13.14,WITHIN_TOLERANCE
00:32:59.267,5.983,2,23.49,WITHIN_TOLERANCE
00:32:59.583,5.215,12,26.7,WITHIN_TOLERANCE
00:32:59.688,5.291,6,26.98,WITHIN_TOLERANCE
00:32:59.794,6.042,12,25.0,WITHIN_TOLERANCE
00:32:59.901,6.393,7,10.61,WITHIN_TOLERANCE
00:33:00.006,5.491,12,30.83,WITHIN_TOLERANCE
00:33:00.112,5.549,2,29.55,WITHIN_TOLERANCE
00:33:00.218,5.409,5,24.99,WITHIN_TOLERANCE
00:33:00.323,5.424,9,27.99,WITHIN_TOLERANCE
00:33:00.431,7.496,2,24.02,WITHIN_TOLERANCE
00:33:00.642,5.864,10,26.0,WITHIN_TOLERANCE
00:33:00.854,5.605,5,23.16,WITHIN_TOLERANCE
00:33:00.959,5.255,9,25.07,WITHIN_TOLERANCE
00:33:01.280,5.343,2,22.0,WITHIN_TOLERANCE
00:33:01.385,5.306,6,22.84,WITHIN_TOLERANCE
00:33:01.491,5.596,2,34.96,WITHIN_TOLERANCE
00:33:01.599,7.449,5,18.57,WITHIN_TOLERANCE
00:33:01.812,5.260,10,22.42,WITHIN_TOLERANCE
00:33:02.129,5.569,5,30.85,WITHIN_TOLERANCE
00:33:02.234,5.311,12,27.13,WITHIN_TOLERANCE
00:33:02.340,5.261,2,24.94,WITHIN_TOLERANCE
00:33:02.446,5.578,10,28.49,WITHIN_TOLERANCE
00:33:02.976,5.398,2,24.62,WITHIN_TOLERANCE
00:33:03.403,5.364,7,12.94,WITHIN_TOLERANCE
00:33:03.614,5.458,5,22.0,WITHIN_TOLERANCE
00:33:03.719,5.375,8,28.47,WITHIN_TOLERANCE
00:33:03.931,5.346,12,28.45,WITHIN_TOLERANCE
00:33:04.036,5.643,6,25.4,WITHIN_TOLERANCE
00:33:04.670,5.359,12,29.55,WITHIN_TOLERANCE
00:33:04.775,5.325,6,25.5,WITHIN_TOLERANCE
00:33:04.994,11.663,11,26.41,WITHIN_TOLERANCE
00:33:05.100,5.522,7,24.02,WITHIN_TOLERANCE
00:33:05.313,6.830,5,24.7,WITHIN_TOLERANCE
00:33:05.526,5.821,11,25.74,WITHIN_TOLERANCE
00:33:05.638,11.467,5,24.28,WITHIN_TOLERANCE
00:33:05.748,9.809,2,22.69,WITHIN_TOLERANCE
00:33:05.855,5.673,11,18.36,WITHIN_TOLERANCE
00:33:06.066,4.992,4,19.04,WITHIN_TOLERANCE
00:33:06.390,10.916,11,27.52,WITHIN_TOLERANCE
00:33:06.495,5.214,5,32.09,WITHIN_TOLERANCE
00:33:06.706,5.051,7,32.77,WITHIN_TOLERANCE
00:33:06.812,5.531,10,21.32,WITHIN_TOLERANCE
00:33:06.917,5.460,7,21.19,WITHIN_TOLERANCE
00:33:07.024,6.713,2,21.94,WITHIN_TOLERANCE
00:33:07.130,5.238,11,25.25,WITHIN_TOLERANCE
00:33:07.356,12.558,5,25.73,WITHIN_TOLERANCE
00:33:07.567,5.331,12,21.64,WITHIN_TOLERANCE
00:33:07.673,5.755,5,25.13,WITHIN_TOLERANCE
00:33:07.779,5.346,10,27.77,WITHIN_TOLERANCE
00:33:07.996,8.835,2,23.59,WITHIN_TOLERANCE
00:33:08.102,5.361,7,16.65,WITHIN_TOLERANCE
00:33:08.418,5.255,9,19.3,WITHIN_TOLERANCE
00:33:08.629,5.348,6,21.5,WITHIN_TOLERANCE
00:33:08.735,5.556,12,31.92,WITHIN_TOLERANCE
00:33:08.841,5.391,2,25.62,WITHIN_TOLERANCE
00:33:09.052,5.589,11,22.98,WITHIN_TOLERANCE
00:33:09.267,9.244,12,25.75,WITHIN_TOLERANCE
00:33:09.376,8.602,7,19.13,WITHIN_TOLERANCE
00:33:09.486,9.048,11,26.17,WITHIN_TOLERANCE
00:33:09.805,6.468,5,25.93,WITHIN_TOLERANCE
00:33:10.126,5.744,12,26.57,WITHIN_TOLERANCE
00:33:10.232,5.393,7,21.85,WITHIN_TOLERANCE
00:33:10.337,5.547,10,18.49,WITHIN_TOLERANCE
00:33:10.548,5.339,2,22.55,WITHIN_TOLERANCE
00:33:11.076,5.748,8,21.46,WITHIN_TOLERANCE
00:33:11.182,5.218,4,17.42,WITHIN_TOLERANCE
00:33:11.292,10.297,9,29.95,WITHIN_TOLERANCE
00:33:11.514,16.671,3,21.12,WITHIN_TOLERANCE
00:33:11.936,5.626,10,16.67,WITHIN_TOLERANCE
00:33:12.042,5.274,6,27.74,WITHIN_TOLERANCE
00:33:12.253,5.521,9,34.58,WITHIN_TOLERANCE
00:33:12.465,5.193,6,38.54,WITHIN_TOLERANCE
00:33:12.570,5.536,2,25.76,WITHIN_TOLERANCE
00:33:12.891,5.242,6,20.01,WITHIN_TOLERANCE
00:33:12.999,7.535,3,25.93,WITHIN_TOLERANCE
00:33:13.105,5.530,10,27.12,WITHIN_TOLERANCE
00:33:13.210,5.314,7,20.38,WITHIN_TOLERANCE
00:33:13.316,5.346,4,32.97,WITHIN_TOLERANCE
00:33:13.421,5.451,8,22.17,WITHIN_TOLERANCE
00:33:13.527,5.302,3,23.84,WITHIN_TOLERANCE
00:33:13.632,5.424,7,35.58,WITHIN_TOLERANCE
00:33:13.844,5.641,6,26.6,WITHIN_TOLERANCE
00:33:14.266,5.493,9,24.32,WITHIN_TOLERANCE
00:33:14.371,5.078,2,17.35,WITHIN_TOLERANCE
00:33:14.477,5.465,5,28.1,WITHIN_TOLERANCE
00:33:14.697,8.864,8,26.31,WITHIN_TOLERANCE
00:33:14.908,5.233,4,15.7,WITHIN_TOLERANCE
00:33:15.014,5.456,11,21.13,WITHIN_TOLERANCE
00:33:15.330,5.487,3,19.2,WITHIN_TOLERANCE
00:33:15.436,5.411,12,25.51,WITHIN_TOLERANCE
00:33:15.541,5.515,6,18.56,WITHIN_TOLERANCE
00:33:15.647,5.551,2,24.79,WITHIN_TOLERANCE
00:33:15.753,5.657,12,22.93,WITHIN_TOLERANCE
00:33:15.859,5.749,8,10.73,WITHIN_TOLERANCE
00:33:16.070,5.420,5,16.89,WITHIN_TOLERANCE
00:33:16.175,5.328,11,15.27,WITHIN_TOLERANCE
00:33:16.502,5.059,4,21.26,WITHIN_TOLERANCE
00:33:16.715,5.604,2,25.34,WITHIN_TOLERANCE
00:33:16.821,5.512,5,22.01,WITHIN_TOLERANCE
00:33:16.926,5.381,9,29.72,WITHIN_TOLERANCE
00:33:17.243,5.601,4,25.48,WITHIN_TOLERANCE
00:33:17.349,5.427,9,30.09,WITHIN_TOLERANCE
00:33:17.455,5.695,6,35.24,WITHIN_TOLERANCE
00:33:17.666,5.769,9,22.38,WITHIN_TOLERANCE
00:33:17.879,5.202,8,22.52,WITHIN_TOLERANCE
00:33:18.004,7.178,4,31.4,WITHIN_TOLERANCE
00:33:18.321,5.384,9,21.18,WITHIN_TOLERANCE
00:33:18.637,5.488,2,34.77,WITHIN_TOLERANCE
00:33:18.743,5.462,6,32.1,WITHIN_TOLERANCE
00:33:18.954,5.435,9,15.25,WITHIN_TOLERANCE
00:33:19.061,6.530,2,16.8,WITHIN_TOLERANCE
00:33:19.166,5.464,10,21.24,WITHIN_TOLERANCE
00:33:19.487,8.019,2,20.2,WITHIN_TOLERANCE
00:33:19.601,13.392,12,36.36,WITHIN_TOLERANCE
00:33:19.814,7.732,4,27.02,WITHIN_TOLERANCE
00:33:20.134,5.446,9,30.75,WITHIN_TOLERANCE
00:33:20.346,6.189,12,23.18,WITHIN_TOLERANCE
00:33:20.451,5.278,6,24.76,WITHIN_TOLERANCE
00:33:20.662,5.343,12,19.33,WITHIN_TOLERANCE
00:33:21.195,10.659,4,33.32,WITHIN_TOLERANCE
00:33:21.300,5.220,7,20.63,WITHIN_TOLERANCE
00:33:21.617,5.377,11,34.14,WITHIN_TOLERANCE
00:33:21.722,4.901,8,23.78,WITHIN_TOLERANCE
00:33:21.827,5.297,2,31.29,WITHIN_TOLERANCE
00:33:22.040,5.358,7,25.35,WITHIN_TOLERANCE
00:33:22.356,5.205,11,20.22,WITHIN_TOLERANCE
00:33:22.462,5.531,7,18.77,WITHIN_TOLERANCE
00:33:22.568,5.365,10,27.41,WITHIN_TOLERANCE
00:33:22.890,10.124,4,36.45,WITHIN_TOLERANCE
00:33:22.996,5.197,7,25.75,WITHIN_TOLERANCE
00:33:23.209,5.525,12,21.99,WITHIN_TOLERANCE
00:33:23.315,5.276,5,27.34,WITHIN_TOLERANCE
00:33:23.420,5.144,2,20.92,WITHIN_TOLERANCE
00:33:23.525,5.287,7,15.18,WITHIN_TOLERANCE
00:33:23.737,5.357,9,26.64,WITHIN_TOLERANCE
00:33:24.265,5.674,3,25.28,WITHIN_TOLERANCE
00:33:24.370,5.448,11,27.09,WITHIN_TOLERANCE
00:33:24.476,5.475,8,30.22,WITHIN_TOLERANCE
00:33:24.582,5.696,2,23.79,WITHIN_TOLERANCE
00:33:24.689,6.795,12,26.68,WITHIN_TOLERANCE
00:33:24.795,5.324,5,25.39,WITHIN_TOLERANCE
00:33:24.901,6.309,11,29.07,WITHIN_TOLERANCE
00:33:25.008,6.413,5,26.39,WITHIN_TOLERANCE
00:33:25.113,5.507,11,15.67,WITHIN_TOLERANCE
00:33:25.219,5.485,3,20.59,WITHIN_TOLERANCE
00:33:25.325,5.476,6,27.98,WITHIN_TOLERANCE
00:33:25.641,5.294,3,22.83,WITHIN_TOLERANCE
00:33:25.746,5.399,7,21.09,WITHIN_TOLERANCE
00:33:25.957,5.277,12,25.51,WITHIN_TOLERANCE
00:33:26.071,11.050,4,24.43,WITHIN_TOLERANCE
00:33:26.282,5.494,8,27.97,WITHIN_TOLERANCE
00:33:26.499,10.422,3,28.42,WITHIN_TOLERANCE
00:33:26.604,5.242,11,25.54,WITHIN_TOLERANCE
00:33:26.709,5.027,8,22.14,WITHIN_TOLERANCE
00:33:27.237,5.324,11,21.44,WITHIN_TOLERANCE
00:33:27.342,5.419,3,27.53,WITHIN_TOLERANCE
00:33:27.448,5.646,9,22.86,WITHIN_TOLERANCE
00:33:27.872,5.650,2,24.76,WITHIN_TOLERANCE
00:33:27.980,8.372,8,24.98,WITHIN_TOLERANCE
00:33:28.087,6.221,4,25.3,WITHIN_TOLERANCE
00:33:28.298,5.664,11,31.12,WITHIN_TOLERANCE
00:33:28.403,5.008,8,32.21,WITHIN_TOLERANCE
00:33:28.620,5.503,3,33.59,WITHIN_TOLERANCE
00:33:28.831,5.395,8,21.87,WITHIN_TOLERANCE
00:33:29.042,5.480,6,22.48,WITHIN_TOLERANCE
00:33:29.470,10.601,6,28.65,WITHIN_TOLERANCE
00:33:29.576,5.435,10,28.62,WITHIN_TOLERANCE
00:33:29.682,5.722,3,25.26,WITHIN_TOLERANCE
00:33:29.787,5.736,8,23.52,WITHIN_TOLERANCE
00:33:29.896,8.778,4,23.72,WITHIN_TOLERANCE
00:33:30.107,5.254,10,23.33,WITHIN_TOLERANCE
00:33:30.322,5.195,3,30.17,WITHIN_TOLERANCE
00:33:30.428,5.466,10,27.89,WITHIN_TOLERANCE
00:33:30.533,5.445,2,24.13,WITHIN_TOLERANCE
00:33:30.744,5.446,9,25.52,WITHIN_TOLERANCE
00:33:30.850,5.542,3,25.97,WITHIN_TOLERANCE
00:33:31.062,6.095,10,24.69,WITHIN_TOLERANCE
00:33:31.167,5.581,5,29.67,WITHIN_TOLERANCE
00:33:31.379,5.362,12,26.8,WITHIN_TOLERANCE
00:33:31.484,5.196,2,21.11,WITHIN_TOLERANCE
00:33:31.592,8.367,7,14.57,WITHIN_TOLERANCE
00:33:31.803,5.350,5,23.99,WITHIN_TOLERANCE
00:33:32.014,5.237,8,27.81,WITHIN_TOLERANCE
00:33:32.226,5.708,4,24.0,WITHIN_TOLERANCE
00:33:32.648,5.216,11,16.16,WITHIN_TOLERANCE
00:33:32.753,5.329,7,37.9,WITHIN_TOLERANCE
00:33:32.965,5.786,5,29.32,WITHIN_TOLERANCE
00:33:33.070,5.085,8,26.07,WITHIN_TOLERANCE
00:33:33.393,8.450,8,26.13,WITHIN_TOLERANCE
00:33:33.500,6.933,11,23.2,WITHIN_TOLERANCE
00:33:33.818,5.524,7,31.76,WITHIN_TOLERANCE
00:33:34.240,5.266,12,34.21,WITHIN_TOLERANCE
00:33:34.346,5.850,4,27.02,WITHIN_TOLERANCE
00:33:34.452,6.335,7,25.86,WITHIN_TOLERANCE
00:33:34.558,5.419,3,11.72,WITHIN_TOLERANCE
00:33:34.663,5.369,12,23.41,WITHIN_TOLERANCE
00:33:34.769,5.425,8,23.46,WITHIN_TOLERANCE
00:33:35.087,5.229,3,22.69,WITHIN_TOLERANCE
00:33:35.194,7.133,9,20.61,WITHIN_TOLERANCE
00:33:35.300,5.255,2,28.92,WITHIN_TOLERANCE
00:33:35.405,5.335,6,25.91,WITHIN_TOLERANCE
00:33:35.513,7.592,9,18.03,WITHIN_TOLERANCE
00:33:35.725,5.580,12,29.47,WITHIN_TOLERANCE
00:33:35.831,5.492,4,32.44,WITHIN_TOLERANCE
00:33:35.936,5.435,7,14.99,WITHIN_TOLERANCE
00:33:36.041,4.967,2,21.37,WITHIN_TOLERANCE
00:33:36.147,5.304,10,17.82,WITHIN_TOLERANCE
00:33:36.252,5.484,7,21.87,WITHIN_TOLERANCE
00:33:36.386,28.214,2,22.55,WITHIN_TOLERANCE
00:33:36.492,5.707,9,28.71,WITHIN_TOLERANCE
00:33:36.597,5.315,3,34.05,WITHIN_TOLERANCE
00:33:36.703,5.675,11,28.84,WITHIN_TOLERANCE
00:33:37.339,5.520,5,26.28,WITHIN_TOLERANCE
00:33:37.550,5.488,3,27.6,WITHIN_TOLERANCE
00:33:37.656,5.737,9,17.97,WITHIN_TOLERANCE
00:33:37.973,5.366,7,30.88,WITHIN_TOLERANCE
00:33:38.078,5.406,2,26.59,WITHIN_TOLERANCE
00:33:38.299,8.840,7,24.68,WITHIN_TOLERANCE
00:33:38.512,5.641,2,21.69,WITHIN_TOLERANCE
00:33:38.618,5.635,7,24.59,WITHIN_TOLERANCE
00:33:38.936,5.501,3,31.17,WITHIN_TOLERANCE
00:33:39.042,5.392,9,16.49,WITHIN_TOLERANCE
00:33:39.253,5.274,3,19.02,WITHIN_TOLERANCE
00:33:39.359,5.536,8,19.06,WITHIN_TOLERANCE
00:33:40.006,11.110,12,22.0,WITHIN_TOLERANCE
00:33:40.112,5.435,3,30.14,WITHIN_TOLERANCE
00:33:40.218,5.309,12,27.89,WITHIN_TOLERANCE
00:33:40.546,16.213,4,9.98,WITHIN_TOLERANCE
00:33:40.970,5.340,2,31.86,WITHIN_TOLERANCE
00:33:41.075,5.430,6,28.51,WITHIN_TOLERANCE
00:33:41.397,8.459,12,25.64,WITHIN_TOLERANCE
00:33:41.502,4.811,6,22.14,WITHIN_TOLERANCE
00:33:41.608,5.343,2,29.35,WITHIN_TOLERANCE
00:33:41.715,7.445,11,31.37,WITHIN_TOLERANCE
00:33:42.032,5.489,3,16.64,WITHIN_TOLERANCE
00:33:42.138,5.637,12,21.36,WITHIN_TOLERANCE
00:33:42.243,5.385,2,19.38,WITHIN_TOLERANCE
00:33:42.349,5.590,9,25.08,WITHIN_TOLERANCE
00:33:42.561,5.590,2,25.27,WITHIN_TOLERANCE
00:33:42.772,5.339,12,26.98,WITHIN_TOLERANCE
00:33:42.988,8.579,6,24.49,WITHIN_TOLERANCE
00:33:43.200,6.267,11,27.34,WITHIN_TOLERANCE
00:33:43.306,5.249,7,25.86,WITHIN_TOLERANCE
00:33:43.622,5.292,3,20.39,WITHIN_TOLERANCE
00:33:43.727,5.489,8,20.28,WITHIN_TOLERANCE
00:33:43.833,5.565,12,21.78,WITHIN_TOLERANCE
00:33:43.939,5.430,4,21.71,WITHIN_TOLERANCE
00:33:44.155,5.238,9,24.16,WITHIN_TOLERANCE
00:33:44.367,5.368,7,35.68,WITHIN_TOLERANCE
00:33:44.791,7.129,3,21.02,WITHIN_TOLERANCE
00:33:44.896,5.149,12,17.11,WITHIN_TOLERANCE
00:33:45.001,5.173,7,18.54,WITHIN_TOLERANCE
00:33:45.107,5.225,4,25.7,WITHIN_TOLERANCE
00:33:45.213,6.046,10,21.35,WITHIN_TOLERANCE
00:33:45.319,5.625,7,21.46,WITHIN_TOLERANCE
00:33:45.425,5.582,4,21.31,WITHIN_TOLERANCE
00:33:45.530,5.423,10,31.88,WITHIN_TOLERANCE
00:33:45.636,5.407,5,28.0,WITHIN_TOLERANCE
00:33:45.741,5.445,10,25.14,WITHIN_TOLERANCE
00:33:45.847,5.560,6,23.39,WITHIN_TOLERANCE
00:33:45.953,5.430,12,24.58,WITHIN_TOLERANCE
00:33:46.058,5.493,8,22.12,WITHIN_TOLERANCE
00:33:46.484,8.778,2,34.73,WITHIN_TOLERANCE
00:33:46.589,5.223,9,33.89,WITHIN_TOLERANCE
00:33:47.331,5.581,2,32.67,WITHIN_TOLERANCE
00:33:47.437,5.531,6,25.4,WITHIN_TOLERANCE
00:33:47.542,5.362,11,20.1,WITHIN_TOLERANCE
00:33:47.754,5.560,8,25.47,WITHIN_TOLERANCE
00:33:47.859,5.307,2,28.86,WITHIN_TOLERANCE
00:33:47.965,5.665,6,29.97,WITHIN_TOLERANCE
00:33:48.071,5.582,2,25.72,WITHIN_TOLERANCE
00:33:48.179,7.982,5,29.31,WITHIN_TOLERANCE
00:33:48.293,10.572,9,30.69,WITHIN_TOLERANCE
00:33:48.507,5.552,6,17.44,WITHIN_TOLERANCE
00:33:48.612,5.497,3,25.68,WITHIN_TOLERANCE
00:33:48.935,5.613,7,36.33,WITHIN_TOLERANCE
00:33:49.146,5.670,2,34.32,WITHIN_TOLERANCE
00:33:49.464,6.232,12,31.23,WITHIN_TOLERANCE
00:33:49.675,5.509,4,18.92,WITHIN_TOLERANCE
00:33:49.885,5.220,7,30.09,WITHIN_TOLERANCE
00:33:49.996,10.478,10,18.72,WITHIN_TOLERANCE
00:33:50.103,6.331,4,26.84,WITHIN_TOLERANCE
00:33:50.315,5.532,10,23.92,WITHIN_TOLERANCE
00:33:50.420,5.473,6,25.41,WITHIN_TOLERANCE
00:33:50.526,5.923,2,22.27,WITHIN_TOLERANCE
00:33:50.737,5.250,10,35.26,WITHIN_TOLERANCE
00:33:51.265,5.282,10,15.76,WITHIN_TOLERANCE
00:33:51.371,5.670,7,26.39,WITHIN_TOLERANCE
00:33:51.801,7.049,5,25.28,WITHIN_TOLERANCE
00:33:52.117,5.331,11,31.01,WITHIN_TOLERANCE
00:33:52.434,5.424,7,19.31,WITHIN_TOLERANCE
00:33:52.539,5.586,4,18.89,WITHIN_TOLERANCE
00:33:52.645,5.484,7,26.04,WITHIN_TOLERANCE
00:33:52.963,6.185,3,29.72,WITHIN_TOLERANCE
00:33:53.068,5.390,6,23.44,WITHIN_TOLERANCE
00:33:53.174,5.632,10,28.07,WITHIN_TOLERANCE
00:33:53.386,6.816,5,17.14,WITHIN_TOLERANCE
00:33:53.492,5.956,2,25.28,WITHIN_TOLERANCE
00:33:53.601,8.818,6,24.55,WITHIN_TOLERANCE
00:33:53.707,5.277,9,18.21,WITHIN_TOLERANCE
00:33:53.918,5.307,2,21.58,WITHIN_TOLERANCE
00:33:54.023,5.692,7,22.0,WITHIN_TOLERANCE
00:33:54.129,5.104,3,32.68,WITHIN_TOLERANCE
00:33:54.234,5.382,10,31.12,WITHIN_TOLERANCE
00:33:54.340,5.652,6,28.98,WITHIN_TOLERANCE
00:33:54.762,5.319,3,29.34,WITHIN_TOLERANCE
00:33:54.868,5.416,12,23.01,WITHIN_TOLERANCE
00:33:55.088,10.268,2,21.78,WITHIN_TOLERANCE
00:33:55.195,6.376,12,28.95,WITHIN_TOLERANCE
00:33:55.300,5.272,6,21.81,WITHIN_TOLERANCE
00:33:55.729,5.522,9,23.09,WITHIN_TOLERANCE
00:33:55.834,5.358,5,24.63,WITHIN_TOLERANCE
00:33:55.940,5.486,9,26.06,WITHIN_TOLERANCE
00:33:56.045,5.274,2,27.7,WITHIN_TOLERANCE
00:33:56.151,5.424,9,17.87,WITHIN_TOLERANCE
00:33:56.362,5.281,10,25.78,WITHIN_TOLERANCE
00:33:56.573,5.543,5,25.53,WITHIN_TOLERANCE
00:33:56.786,5.290,11,25.85,WITHIN_TOLERANCE
00:33:57.002,6.129,3,20.16,WITHIN_TOLERANCE
00:33:57.324,5.319,11,27.46,WITHIN_TOLERANCE
00:33:57.747,5.595,4,14.2,WITHIN_TOLERANCE
00:33:57.853,5.677,9,22.81,WITHIN_TOLERANCE
00:33:58.275,5.525,5,23.83,WITHIN_TOLERANCE
00:33:58.385,9.784,10,22.28,WITHIN_TOLERANCE
00:33:58.597,5.355,3,22.93,WITHIN_TOLERANCE
00:33:58.704,5.494,8,23.8,WITHIN_TOLERANCE
00:33:58.915,5.316,10,30.85,WITHIN_TOLERANCE
00:33:59.126,5.489,4,29.23,WITHIN_TOLERANCE
00:33:59.337,5.286,8,31.02,WITHIN_TOLERANCE
00:33:59.443,5.592,5,30.81,WITHIN_TOLERANCE
00:33:59.549,5.484,8,24.18,WITHIN_TOLERANCE
00:33:59.760,5.557,2,32.41,WITHIN_TOLERANCE
00:33:59.866,5.512,7,21.09,WITHIN_TOLERANCE
00:33:59.971,5.588,4,19.64,WITHIN_TOLERANCE
00:34:00.524,14.621,11,31.59,WITHIN_TOLERANCE
00:34:00.630,5.342,5,15.43,WITHIN_TOLERANCE
00:34:00.841,5.693,3,25.05,WITHIN_TOLERANCE
00:34:01.162,5.482,12,25.26,WITHIN_TOLERANCE
00:34:01.487,6.798,7,23.22,WITHIN_TOLERANCE
00:34:01.908,5.380,7,15.26,WITHIN_TOLERANCE
00:34:02.018,9.315,4,33.84,WITHIN_TOLERANCE
00:34:02.229,5.699,5,22.32,WITHIN_TOLERANCE
00:34:02.441,5.479,8,22.48,WITHIN_TOLERANCE
